x1_s,x1_t,x2_s,x2_t,area,count,hit,support,confidence
4.3,4.839999999999999,2.0,3.4400000000000013,0.7775999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.0,3.5600000000000014,0.8423999999999994,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.0,3.6800000000000015,0.9071999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.0,3.8000000000000016,0.9719999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.0,3.9200000000000017,1.0367999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.0,4.040000000000002,1.1015999999999992,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.0,4.160000000000002,1.1663999999999992,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.0,4.280000000000002,1.2311999999999992,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.12,3.4400000000000013,0.7127999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.12,3.5600000000000014,0.7775999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.12,3.6800000000000015,0.8423999999999994,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.12,3.8000000000000016,0.9071999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.12,3.9200000000000017,0.9719999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.12,4.040000000000002,1.0367999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.12,4.160000000000002,1.1015999999999992,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.12,4.280000000000002,1.1663999999999992,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.24,3.4400000000000013,0.6479999999999996,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.24,3.5600000000000014,0.7127999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.24,3.6800000000000015,0.7775999999999995,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.24,3.8000000000000016,0.8423999999999994,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.24,3.9200000000000017,0.9071999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.24,4.040000000000002,0.9719999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.24,4.160000000000002,1.0367999999999993,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.24,4.280000000000002,1.1015999999999992,16.0,0.0,0.10666666666666667,0.0
4.3,4.839999999999999,2.3600000000000003,3.6800000000000015,0.7127999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.3600000000000003,3.8000000000000016,0.7775999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.3600000000000003,3.9200000000000017,0.8423999999999994,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.3600000000000003,4.040000000000002,0.9071999999999993,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.3600000000000003,4.160000000000002,0.9719999999999993,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.3600000000000003,4.280000000000002,1.0367999999999993,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.4800000000000004,3.6800000000000015,0.6479999999999996,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.4800000000000004,3.8000000000000016,0.7127999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.4800000000000004,3.9200000000000017,0.7775999999999995,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.4800000000000004,4.040000000000002,0.8423999999999994,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.4800000000000004,4.160000000000002,0.9071999999999993,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.4800000000000004,4.280000000000002,0.9719999999999993,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.6000000000000005,3.6800000000000015,0.5831999999999996,15.0,0.0,0.1,0.0
4.3,4.839999999999999,2.6000000000000005,3.8000000000000016,0.6479999999999996,15.0,0.0,0.1,0.0
